Sample_ID,Replicate,Lithology ,Mineralogy,Phase,Analytical_Method,Chemistry,d33,d33_2sd,d34,sig_d34s,d36,d36_2sd,D33S,sig_D33S,D36S,sig_D36S,age_max,age_min,age_mean,Age_uncertainty,Age_method,age_source,Craton,Supergroup ,Group ,Subgroup,Formation ,Member,GSDBFM,Core,core_rim,Depth,Source,DOI,Publication_Date,NON_ATM_FLAG,MC_comment
T3H-178.375,1.6,Laminated mudstone-carb,Pyrrhotite,Sulfide,SIMS,,,,-4.24386657,0.02,,,1.0700688,0.05,-0.6136304,0.19,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.7,Laminated mudstone-carb,Pyrrhotite,Sulfide,SIMS,,,,-5.65021532,0.02,,,0.83964904,0.06,-0.99790982,0.25,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.8,Laminated mudstone-carb,Pyrrhotite,Sulfide,SIMS,,,,-8.03794879,0.02,,,1.03534404,0.13,-1.00159118,0.28,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.9,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-3.18092937,0.02,,,0.58192755,0.09,-0.88663162,0.33,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.1,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-4.45922359,0.03,,,0.36558932,0.13,-1.30621334,0.42,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.11,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-2.70365552,0.02,,,0.52564533,0.07,-1.15626041,0.27,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.12,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-4.80007983,0.03,,,0.35037198,0.08,-1.09913077,0.25,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.13,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-4.25686413,0.03,,,0.37539133,0.07,-0.88131434,0.30,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.14,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-4.31803196,0.02,,,0.5992026,0.12,-0.96270965,0.29,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.15,Laminated mudstone-carb,Pyrrhotite,Sulfide,SIMS,,,,-2.91029941,0.02,,,0.62565921,0.07,-0.91933992,0.24,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.16,Laminated mudstone-carb,,Sulfide,SIMS,,,,-3.72175783,0.02,,,0.49799618,0.07,-0.8517481,0.35,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.17,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-4.74983745,0.02,,,0.9122503,0.11,-1.02979115,0.22,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.18,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-4.14695406,0.02,,,0.84119275,0.07,-0.84144688,0.22,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.19,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-4.37872532,0.02,,,0.72718958,0.11,-1.18827095,0.23,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.2,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-2.7678993,0.04,,,0.6280419,0.14,-0.52698954,0.56,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.21,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-5.74902591,0.02,,,0.62594967,0.10,-0.99892916,0.30,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.22,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-3.92501153,0.02,,,0.65361518,0.08,-0.8877353,0.25,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.23,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-3.84893066,0.02,,,0.75846417,0.11,-0.66557758,0.26,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.24,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-3.79182761,0.02,,,0.69953076,0.07,-1.02559871,0.31,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3H-178.375,1.25,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-3.98087931,0.02,,,0.72425267,0.08,-1.32912699,0.22,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,178.375,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3G,1,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-4.90980836,0.04,,,0.69340696,0.09,0.68351541,0.37,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,180.15,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3G,3,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-3.43390027,0.03,,,0.04443141,0.09,-2.16990025,0.41,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,180.15,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3G,4,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-11.35379539,0.03,,,0.41707225,0.08,-1.64435208,0.30,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,180.15,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3G,9,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-1.2286275,0.03,,,0.31160047,0.09,-0.55008555,0.34,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,181.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3G,10,Laminated mudstone-carb,Pyrite,Sulfide,SIMS,,,,-1.81674254,0.04,,,0.19025993,0.07,-2.16273963,0.53,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,181.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-2b,1,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-3.53436686,0.04,,,0.0964215,0.04,-0.20300496,0.30,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-2b,2,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-1.91912178,0.04,,,0.18493704,0.06,-0.38685897,0.29,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-2b,3,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-4.13396686,0.03,,,0.26082488,0.09,-0.03974821,0.35,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-2b,4,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-3.8532218,0.04,,,0.19663225,0.05,-0.17912073,0.35,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-2b,5,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-4.01995821,0.04,,,0.30197436,0.07,-0.49881394,0.35,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-2b,6,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-1.48373755,0.03,,,0.18762709,0.06,-0.47701294,0.30,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-2b,7,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-0.75301206,0.03,,,0.1244921,0.11,0.046984,0.25,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-2b,8,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-1.480376,0.04,,,0.23187403,0.10,0.23539342,0.31,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-2b,9,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-1.69288602,0.04,,,0.09466145,0.07,-0.33854536,0.39,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-2b,10,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-2.17963536,0.03,,,0.1157002,0.08,-0.02801348,0.31,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-2b,11,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-1.25532202,0.04,,,0.24255998,0.05,0.04222602,0.32,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-2b,12,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-4.10688422,0.03,,,0.29497265,0.06,-0.56999989,0.26,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-1a,3,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-2.87519285,0.04,,,0.07479469,0.08,-0.9411074,0.31,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-1a,4,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-3.32135235,0.04,,,0.0986861,0.09,-0.95915024,0.37,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-1a,5,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-1.21537353,0.03,,,0.26719225,0.06,-1.62286619,0.27,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-3,4,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-3.31290245,0.03,,,0.14152685,0.08,0.01126323,0.28,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-1a,18,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-3.80185995,0.03,,,0.10019674,0.06,-0.17398955,0.30,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-1a,20,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-3.93810752,0.04,,,0.35431137,0.09,-0.80953971,0.28,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-3,1,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-6.49563983,0.03,,,0.05223232,0.05,-0.55608303,0.24,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-3,2,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-3.32640856,0.03,,,0.14575205,0.06,-0.53480401,0.23,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-3,3,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-7.21754666,0.03,,,0.15503714,0.08,-0.35905524,0.27,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-3,4,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-1.87002776,0.04,,,0.24773504,0.05,0.10321505,0.40,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-3,5,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-4.24894707,0.03,,,0.20918889,0.05,-0.10187902,0.26,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-3,6,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-4.8809252,0.02,,,0.21927863,0.05,-0.12897245,0.20,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-3,7,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-3.54781318,0.03,,,0.10793583,0.09,0.10571589,0.35,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-3,8,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-5.45488703,0.03,,,0.27606636,0.06,-0.11797504,0.29,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3-e-3,9,Fe-oxyde carbonate,Pyrite,Sulfide,SIMS,,,,-4.72899389,0.03,,,0.36334375,0.09,-0.33240695,0.29,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Kazput,,,T3,,182.2,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,1,Quartzite,Pyrite,Sulfide,SIMS,,,,-4.16698015,0.03,,,0.21684923,0.08,-0.52885565,0.26,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,2,Quartzite,Pyrite,Sulfide,SIMS,,,,-0.040639,0.03,,,0.2221798,0.11,-0.15503199,0.31,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,3,Quartzite,Pyrite,Sulfide,SIMS,,,,-0.55065291,0.04,,,0.27855788,0.08,-0.03719592,0.29,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,4,Quartzite,Pyrite,Sulfide,SIMS,,,,-5.16859715,0.03,,,0.32821577,0.06,-0.0184702,0.25,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,5,Quartzite,Pyrite,Sulfide,SIMS,,,,-4.20043286,0.03,,,0.38709695,0.05,-0.69000298,0.30,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,6,Quartzite,Pyrite,Sulfide,SIMS,,,,-3.16532314,0.02,,,0.43605977,0.04,-0.27593682,0.21,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,7,Quartzite,Pyrite,Sulfide,SIMS,,,,-3.49138931,0.03,,,0.46405728,0.05,-0.00158643,0.25,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,8,Quartzite,Pyrite,Sulfide,SIMS,,,,-4.74826132,0.03,,,0.35520243,0.07,-0.01756377,0.31,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,9,Quartzite,Pyrite,Sulfide,SIMS,,,,-4.22785735,0.03,,,0.34916022,0.08,0.29079668,0.25,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,10,Quartzite,Pyrite,Sulfide,SIMS,,,,-4.25130482,0.03,,,0.39426247,0.04,0.1084373,0.29,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,11,Quartzite,Pyrite,Sulfide,SIMS,,,,-1.09639275,0.05,,,0.31235653,0.10,-0.40719637,0.43,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,12,Quartzite,Pyrite,Sulfide,SIMS,,,,-4.07300567,0.02,,,0.40905842,0.09,0.22574962,0.26,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-1,13,Quartzite,Pyrite,Sulfide,SIMS,,,,-4.43854742,0.03,,,0.43264772,0.06,0.01987752,0.24,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-2,1,Quartzite,Pyrite,Sulfide,SIMS,,,,-7.13342291,0.04,,,0.41274079,0.08,-0.49944859,0.27,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-2,2,Quartzite,Pyrite,Sulfide,SIMS,,,,-4.29580676,0.03,,,0.45132802,0.07,0.60942526,0.24,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-2,3,Quartzite,Pyrite,Sulfide,SIMS,,,,-3.30089512,0.03,,,0.42174732,0.07,-0.16351013,0.29,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-2,4,Quartzite,Pyrite,Sulfide,SIMS,,,,-2.91250126,0.03,,,0.43833578,0.06,-0.05109172,0.21,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-2,5,Quartzite,Pyrite,Sulfide,SIMS,,,,-4.8199871,0.03,,,0.4972017,0.07,-0.1052107,0.23,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
T3F-2,6,Quartzite,Pyrite,Sulfide,SIMS,,,,-4.79147438,0.03,,,0.28038347,0.04,-0.77066255,0.26,2312.7,2200,2256.35,,,"Philippot et al., 2018; Trendall et al., 1981",Pilbara,Mount Bruce,Turee Creek,,Koolbye,,,T3,,182.9,"Philippot et al., 2018",10.1038/s41467-018-04621-x,2018,OK,
VER-01A,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.51,0.01,,,-0.88,0.04,0.9,0.20,3416,3334,3410,,,"Kröner et al., 1991; Byerly et al.,1996; de Vries et al., 2010",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Kromberg,Buck Reef chert,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
VER-01B,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.94,0.01,,,-0.88,0.03,0.8,0.20,3416,3334,3410,,,"Kröner et al., 1991; Byerly et al.,1996; de Vries et al., 2010",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Kromberg,Buck Reef chert,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
VER-01C,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,3.99,0.01,,,-0.87,0.01,0.88,0.1,3416,3334,3410,,,"Kröner et al., 1991; Byerly et al.,1996; de Vries et al., 2010",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Kromberg,Buck Reef chert,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
